emp_no,first_name,last_name,from_date,title,salary
475341,Zhilian,Fasbender,1999-05-25,Senior Staff,45346
475348,Kazunori,Merkl,1997-10-05,Engineer,56863
475349,Lucien,Huhdanpaa,1995-03-07,Staff,40000
475351,Barna,Garigliano,1995-03-01,Engineer,40000
475354,Akeel,Hartvigsen,1994-12-08,Engineer,40000
475358,Ramachenga,Ebeling,1985-11-14,Senior Engineer,40738
475360,Dipankar,Huttel,1995-01-28,Senior Engineer,45344
475362,Muzhong,Castellani,2002-05-26,Senior Engineer,55766
475366,Uma,Krone,1999-02-03,Senior Staff,40000
475367,Premal,Caine,1997-12-01,Staff,62117
475371,Gay,Cappello,1998-05-02,Staff,43161
475377,Xinyu,Dayana,1999-02-28,Senior Engineer,48367
475378,Marc,Redmiles,1995-06-07,Staff,51586
475383,Visit,Isard,1998-08-12,Staff,40000
475384,Kiyokazu,Domenig,1997-06-01,Senior Staff,63315
475385,Yunming,Anger,1996-04-27,Engineer,40000
475387,Shiv,Wrigley,1994-10-16,Technique Leader,63210
475389,Kazuhisa,Nations,1996-08-05,Senior Engineer,40000
475394,Gully,Ramaiah,1998-07-08,Senior Engineer,40000
475397,Lalit,Tempesti,1996-10-21,Engineer,40000
475403,Freyja,Otillio,2000-06-05,Senior Engineer,41946
475404,Tran,Pappas,1995-12-31,Engineer,40000
475413,Kayoko,Krone,1999-12-03,Senior Staff,40000
475415,Selwyn,Brodie,2002-02-15,Senior Staff,78392
475421,Koichi,Lammel,2002-07-16,Senior Engineer,43552
475422,Shahab,Diderrich,1991-05-27,Senior Staff,85632
475426,Vidya,Eugenio,1997-07-01,Senior Engineer,42708
475436,Kirk,Cummings,1991-01-09,Senior Engineer,56046
475438,Weiye,Piazza,1997-12-11,Engineer,61055
475441,Bernardo,Lorcy,1998-06-29,Senior Engineer,40044
475443,Baocai,Fontet,1999-06-13,Staff,40000
475447,Pragnesh,Lamparter,1998-12-20,Engineer,40000
475448,Ingemar,Lorys,2000-06-23,Senior Staff,93307
475459,Otmar,Impagliazzo,2001-08-30,Senior Staff,64755
475462,Bikash,Marquardt,1995-10-01,Senior Staff,67857
475463,Kendra,Kawashima,1987-04-09,Technique Leader,40000
475468,Shigeu,Improta,1995-03-28,Senior Engineer,40000
475469,Golgen,Schicker,1999-05-02,Senior Engineer,52745
475470,Moss,Ligten,2001-04-23,Senior Engineer,40000
475471,Yongmao,Lorch,1989-12-24,Senior Engineer,51281
475473,Nechama,Angiulli,1993-12-02,Senior Engineer,40000
475475,Baruch,Lichtner,1995-05-11,Senior Staff,56172
475476,Jahangir,Bennis,1996-02-01,Senior Staff,65528
475477,Guozhong,Dratva,1997-08-03,Engineer,43005
475478,Mohammed,Rando,1994-11-04,Senior Engineer,40000
475483,Moto,Baalen,1996-09-07,Senior Staff,46988
475484,Shaleah,Shobatake,1999-07-15,Assistant Engineer,55267
475488,Takanari,Seiwald,1997-09-24,Senior Engineer,40000
475490,Piyush,Cyre,1990-05-26,Senior Engineer,57060
475493,George,Joslin,1998-08-24,Senior Engineer,62552
475497,Shih,Dalton,1996-09-21,Senior Engineer,40000
475499,Guozhong,Borstler,1999-01-31,Senior Engineer,40812
475506,Uwe,Kermarrec,1988-02-26,Technique Leader,59559
475508,Heng,Miculan,1991-12-22,Senior Staff,88331
475510,Kasidit,Kornyak,2000-08-15,Senior Engineer,40000
475513,Udo,Chepyzhov,2001-04-19,Senior Engineer,40000
475517,Guttorm,Taubenfeld,1995-01-02,Staff,87804
475520,Renee,Rosch,1994-02-02,Senior Staff,80485
475521,Magdalena,Hopewell,1992-05-31,Senior Staff,61805
475523,Tomoyuki,Socorro,1991-07-27,Senior Engineer,67923
475525,Shaunak,Sullins,1998-06-20,Staff,65993
475534,Sudharsan,Heering,1996-01-27,Senior Staff,45203
475543,Goo,Penn,1994-09-25,Technique Leader,57535
475547,Kensei,Figueira,1996-04-13,Senior Staff,40000
475548,Taizo,Kambil,1996-09-28,Senior Engineer,56437
475552,Shahar,Peron,2000-02-12,Senior Engineer,41633
475554,Weiye,Papastamatiou,1992-10-12,Senior Engineer,45113
475564,Elgin,Gladwell,1997-10-14,Senior Staff,82894
475565,Aria,Gire,2002-03-12,Senior Engineer,46225
475566,Manton,Antonisse,1997-11-23,Staff,56600
475573,Jackson,Luga,1998-12-21,Senior Staff,62651
475574,Erzsebet,Naumovich,1997-04-03,Senior Staff,77412
475576,Herb,Merey,1985-11-11,Senior Engineer,46971
475581,Perla,Veccia,1997-09-11,Senior Engineer,40000
475588,Eric,Swiss,1993-11-04,Engineer,61299
475593,Mamdouh,Morrow,1999-11-04,Senior Staff,87612
475599,Mototsugu,Versino,1997-11-13,Senior Engineer,42357
475600,Yuqun,Dratva,1998-06-26,Senior Engineer,44727
475611,Sailaja,Bruckman,1993-04-15,Senior Staff,42275
475613,Irene,Steinauer,1996-12-13,Senior Staff,74690
475622,Macha,Nyanchama,2001-11-30,Senior Engineer,68539
475623,Takanari,Barriga,1998-06-11,Senior Staff,47799
475631,Goo,Shigei,2001-08-01,Senior Engineer,40000
475632,Mohamadou,Angiulli,1994-12-04,Senior Engineer,53124
475634,Alagu,Alameldin,1986-09-05,Senior Engineer,40000
475639,Maha,Ranka,1999-01-06,Staff,64444
475641,Girolamo,Azevdeo,1987-05-05,Senior Staff,54645
475642,Danel,Zeilberger,2001-07-16,Senior Engineer,60451
475644,Susanne,Wallrath,1999-09-25,Staff,42185
475648,Aloys,Schusler,1997-09-28,Staff,78361
475650,Idoia,Norsworthy,2001-03-19,Senior Staff,53170
475651,Poorav,Gubsky,1991-05-27,Senior Engineer,62410
475652,Clyde,Zuberek,1992-03-31,Senior Engineer,40000
475654,Fumiyo,Tibblin,1988-10-31,Senior Engineer,40000
475657,Shahid,Constantine,1999-09-25,Senior Engineer,40000
475663,Mamdouh,Borstler,1993-05-01,Senior Engineer,42884
475665,Bingning,Matzov,1995-09-22,Staff,40000
475666,Kazuhiko,Veevers,1992-04-14,Senior Staff,81764
475668,Mohammad,Reutenauer,1995-05-16,Senior Staff,69976
475670,Hitomi,Billawala,1996-09-10,Engineer,56363
475671,Sangeeta,Rosar,1992-03-12,Senior Engineer,59781
475676,Bowen,Vakili,2000-04-23,Senior Engineer,45586
475678,Sachin,Ducloy,2000-12-06,Senior Staff,58653
475679,Arve,Akazan,1995-05-27,Senior Staff,73457
475680,Uli,Schrooten,1994-01-01,Staff,40000
475681,Dinkar,Kinley,1994-03-08,Senior Engineer,54024
475687,Aimee,Anandan,1995-09-03,Senior Engineer,81378
475692,Inderjeet,Crabtree,1995-11-08,Engineer,50693
475695,Zejun,Ozeki,1999-05-04,Senior Engineer,40000
475706,Yannik,Marrakchi,1994-03-01,Senior Engineer,61514
475707,Randy,Kaltofen,1994-04-27,Senior Engineer,41645
475709,Godehard,Restivo,1994-11-15,Senior Engineer,52766
475710,Abdelkader,Tokunaga,1994-01-01,Senior Engineer,41964
475719,Gererd,Kaiserswerth,1996-10-25,Senior Engineer,58799
475722,Greger,Boudaillier,1996-12-03,Senior Engineer,40000
475724,Susanta,Figueira,1994-02-03,Senior Engineer,57905
475725,Bokyung,Khalid,2001-05-02,Senior Staff,40000
475733,Byong,Snedden,1989-03-08,Senior Engineer,62726
475746,Tze,Tsunoo,1998-04-29,Senior Engineer,52207
475752,Richard,Biros,2001-12-06,Engineer,40000
475756,Susumu,Ballarin,2000-05-01,Senior Engineer,44916
475758,Shuzo,Zaiane,2001-03-05,Senior Staff,70721
475759,Arie,Schwaller,1998-08-03,Staff,40000
475760,Billur,Hockney,1991-12-05,Senior Engineer,62078
475764,Breannda,Jenevein,1993-11-19,Engineer,43754
475767,Renee,Jansch,1994-06-04,Engineer,40000
475769,Kazuhisa,Ritzmann,1993-04-02,Senior Staff,68794
475770,Vatsa,Muniz,1996-09-18,Engineer,43883
475774,Vincent,Coombs,1998-01-25,Technique Leader,40000
475781,Chinhyun,Plump,1998-11-16,Staff,73661
475782,Mohua,Massonet,1997-12-29,Senior Staff,66523
475783,Nevin,Morris,2001-02-26,Senior Engineer,63861
475787,Zhiwei,Ramsak,1991-04-25,Senior Staff,76562
475790,Honglan,Goldhammer,1985-03-24,Senior Engineer,60724
475793,Nahum,Rosis,1993-12-07,Engineer,52046
475798,Tokuyasu,Stanger,1998-04-05,Engineer,40000
475809,Parke,Stifter,1991-05-19,Senior Engineer,71852
475810,Martial,Bellone,2002-06-18,Senior Staff,61994
475814,Yannik,Rodier,1996-05-04,Senior Engineer,82064
475816,Tonny,Siksek,1985-11-20,Senior Staff,76834
475817,Djelloul,Stassinopoulos,2000-06-03,Senior Engineer,51376
475820,Cedric,Erol,1985-06-22,Senior Engineer,40000
475826,Menkae,Azulay,1995-10-12,Senior Engineer,40000
475833,Eben,Kruskal,2001-04-21,Senior Engineer,40000
475835,Tran,Cairo,1991-11-14,Senior Staff,83219
475840,Moon,Spieker,1997-02-24,Senior Engineer,40000
475842,Prodip,Zeidenstein,2000-03-08,Senior Staff,71717
475847,Felicidad,Georgakopoulos,1999-05-01,Staff,89055
475848,Quingbo,Whitcomb,1996-05-01,Technique Leader,40000
475856,Halsur,Champarnaud,1995-07-03,Senior Engineer,40000
475857,Shmuel,Gaughan,1997-12-12,Staff,53084
475860,Brigham,Broomell,1995-05-08,Senior Staff,80427
475862,Zengping,Falck,1992-02-12,Senior Engineer,51495
475863,Kristof,Itzfeldt,2000-03-15,Senior Engineer,43567
475867,Vincent,Conti,1992-04-20,Senior Engineer,57222
475868,Taiji,Molenkamp,1996-05-07,Senior Engineer,40000
475869,Khue,Nyrup,2001-08-14,Senior Engineer,45554
475871,Ziya,Demke,1996-04-21,Senior Engineer,41972
475875,Debatosh,Huxford,1995-01-19,Senior Staff,48210
475880,Szabolcs,Tetzlaff,1993-03-29,Senior Staff,58031
475882,Duke,Marzano,1995-08-22,Senior Engineer,40000
475883,Tomofumi,Lorcy,2000-10-26,Senior Staff,52756
475886,Adam,Vecchio,1992-01-12,Senior Staff,86937
475888,Mohamadou,Camurati,1997-11-27,Senior Engineer,40000
475890,Manibrata,Picht,1997-11-20,Senior Engineer,40000
475897,Manibrata,Iacovou,1997-02-15,Engineer,42237
475899,Dayanand,Zumaque,1999-03-05,Senior Staff,76128
475903,Indrajit,Openshaw,2000-04-02,Senior Engineer,56860
475905,Steen,Anick,1990-06-30,Senior Engineer,53426
475907,Mrinalini,Speek,1997-09-01,Engineer,54770
475910,Erzsebet,Dahlbom,2000-05-10,Senior Staff,40000
475917,Urs,Narahari,1994-08-02,Senior Staff,40000
475920,Bogdan,Matzke,2000-10-19,Senior Staff,64992
475924,Tran,Herath,1999-12-04,Engineer,40000
475927,Geoff,Stassinopoulos,1995-08-29,Senior Staff,79505
475932,Richard,Sinitsyn,2001-09-10,Senior Engineer,40000
475933,Yechiam,Streng,1988-04-18,Technique Leader,40000
475934,Arch,Munoz,1987-08-29,Technique Leader,55942
475936,Zeydy,Breugel,1989-04-25,Senior Staff,52287
475942,KayLiang,Hagimont,1998-11-15,Engineer,59409
475946,Ulf,Marsiglia,1999-03-04,Senior Engineer,54582
475947,Kwangjo,Chimia,1997-09-11,Engineer,44202
475949,Stamatina,Kitsuregawa,1992-10-01,Senior Engineer,41531
475955,Peternela,Jayawardene,1992-11-09,Senior Staff,45860
475957,Yishay,Schapiro,1997-10-24,Senior Staff,45529
475961,Udaiprakash,Gustavson,1991-05-07,Senior Engineer,50849
475962,Rasiah,Steenbeek,1995-01-24,Senior Staff,92001
475967,Francesca,Merle,1996-01-03,Senior Staff,44836
475972,Huican,Zambonelli,1991-05-16,Senior Staff,77235
475985,Arve,Murthy,1997-11-08,Senior Staff,66137
475997,Ramachenga,Kitsuregawa,1996-09-11,Senior Engineer,75277
476000,Remko,Eickenmeyer,1991-06-01,Senior Engineer,40000
476004,Greger,Streit,1989-03-30,Technique Leader,40000
476008,Uriel,Puoti,1986-01-21,Senior Staff,50511
476011,Jackson,Unno,1998-03-25,Senior Engineer,40000
476014,Aria,Pluym,1994-12-20,Staff,40000
476016,Jasminko,Minakawa,1985-12-29,Senior Engineer,43287
476021,Kiyokazu,Spell,2000-02-06,Senior Engineer,40000
476028,Khalil,Docker,1999-03-06,Assistant Engineer,48370
476030,Zhigen,Stentiford,1995-02-27,Senior Engineer,52230
476035,Uzi,Marsiglia,1998-09-03,Engineer,44626
476036,Janalee,Murthy,1993-07-20,Senior Engineer,40000
476039,Heather,Vecchi,1999-12-27,Senior Staff,40000
476042,Constantijn,Uhrig,1995-04-18,Staff,65865
476043,Mohua,Itzigehl,1993-01-30,Senior Engineer,61727
476045,Tiina,Lorys,1996-07-03,Staff,53270
476046,Elrique,Conde,1999-01-06,Staff,54388
476047,Khoa,Gimbel,1990-06-28,Senior Staff,81998
476057,Charlene,Perna,1992-02-07,Senior Engineer,40000
476063,JoAnne,Serna,1998-04-20,Senior Engineer,40000
476066,Radoslaw,Hoogerwoord,1998-08-04,Staff,54499
476067,Divier,Giveon,2000-10-11,Senior Engineer,59178
476072,Paris,Linnainmaa,1996-04-06,Technique Leader,47211
476074,Margo,Ballarin,1997-09-07,Engineer,40420
476079,Tetsushi,Zobel,1990-10-12,Technique Leader,40000
476080,Gudjon,Kowalchuk,1997-04-02,Senior Engineer,40000
476082,Youngkon,Vesna,1992-05-30,Senior Engineer,40000
476083,Chiradeep,Garigliano,2000-12-21,Senior Engineer,43847
476084,Reinhard,Ranst,1998-08-29,Senior Engineer,53326
476086,Shaleah,Broder,1999-06-07,Engineer,68686
476093,Marsha,Berztiss,2001-09-08,Engineer,43128
476094,Kellyn,Schaar,1996-08-19,Staff,44522
476097,Arnould,Raoux,1998-05-02,Senior Engineer,62076
476100,Munir,Landherr,1994-06-15,Senior Engineer,81045
476105,Flemming,Stamatiou,1994-08-20,Senior Engineer,40000
476106,Guiseppe,Mitsuhashi,1986-09-21,Senior Staff,67080
476115,Fuqing,Boissier,1995-09-17,Senior Staff,69751
476117,Fumiko,Zucker,1995-12-18,Engineer,40000
476121,Behnaam,Chimia,1995-10-29,Senior Engineer,50563
476124,Selwyn,Janetzko,1996-11-22,Senior Staff,60499
476129,Toshiko,Keirsey,1998-11-12,Senior Engineer,50806
476132,Toney,Pardalos,1994-08-01,Senior Staff,40000
476146,Masali,Legleitner,1998-02-15,Senior Staff,40000
476147,Howell,Farrag,2000-03-07,Senior Engineer,40000
476148,Anyuan,Besselaar,2001-06-03,Senior Staff,46600
476158,Bodh,Serre,1992-04-23,Senior Engineer,57570
476164,Remco,Bale,2000-01-05,Senior Staff,67691
476165,Mads,Demke,1998-03-19,Senior Staff,40000
476166,Subhada,Quittner,1995-10-29,Senior Staff,102411
476167,Genta,Dulli,1995-12-08,Senior Staff,73270
476170,Lena,Heping,1997-08-09,Engineer,40000
476174,Oddvar,Swick,2000-05-04,Senior Staff,40000
476178,Piyawadee,Chimia,1992-12-07,Senior Staff,40000
476180,Basant,Lueh,1992-12-19,Senior Staff,57236
476181,Younwoo,Zumaque,1996-11-10,Senior Engineer,40000
476182,Arfst,Biran,1999-10-05,Senior Staff,40000
476184,Shahid,Hofman,1998-04-23,Senior Staff,47285
476190,Nathan,Porenta,1987-10-09,Technique Leader,40000
476194,Juyoung,Ruther,1990-01-16,Senior Engineer,50109
476203,Ohad,Mateescu,1992-02-15,Senior Staff,45056
476211,Valeri,Sessa,1995-01-27,Engineer,40000
476216,Georgi,Hmelo,1989-08-28,Senior Engineer,40000
476222,Kristian,Mellouli,1991-07-20,Senior Staff,70325
476224,Alejandra,dAstous,1994-08-16,Senior Staff,43045
476233,Siddarth,Pappas,1999-08-15,Senior Engineer,40000
476235,Yuchang,Klyachko,1997-06-26,Senior Staff,57874
476239,Hein,McFarlin,1997-04-30,Senior Staff,40000
476244,Shem,Krone,1989-08-14,Senior Engineer,42428
476252,Foong,Schade,1998-08-07,Engineer,40000
476255,Domenick,Plesums,1996-11-07,Staff,40000
476278,Gopalakrishnan,Panienski,1998-09-02,Senior Staff,65491
476280,Geraldo,Pusterhofer,1997-03-11,Senior Engineer,40000
476282,Ohad,Mullainathan,1999-02-24,Senior Engineer,71147
476285,Sungwon,Kusalik,2001-03-26,Senior Engineer,79185
476289,Susanta,Doering,2001-11-05,Senior Engineer,40000
476290,Roded,Junot,1995-11-13,Senior Staff,40000
476294,Marsha,Famili,1998-07-29,Senior Engineer,40000
476298,Subhada,Emmart,1996-05-24,Staff,40000
476304,Christ,Zuberek,1999-03-25,Staff,40000
476309,Tsz,Vadhan,1990-07-05,Senior Staff,51732
476311,Mihalis,McFarlan,1994-10-09,Senior Engineer,43981
476314,Jinxi,Gente,1995-05-20,Assistant Engineer,54318
476315,Sushant,Angelopoulos,1987-11-24,Technique Leader,40000
476317,Hideo,Anandan,2001-04-20,Senior Engineer,66886
476319,Toshimi,Hiyoshi,1994-10-09,Senior Staff,64373
476329,Oldrich,Vilarrasa,1995-03-15,Senior Engineer,41177
476333,Shushma,Plessier,1995-01-02,Technique Leader,50362
476338,Sukumar,Rissland,1999-12-04,Staff,69266
476345,Mang,Gubsky,1998-03-28,Engineer,70484
476347,Bojan,Morrow,1998-11-09,Senior Staff,48995
476352,Franziska,Vickson,1999-10-13,Assistant Engineer,40000
476353,Mads,Veeraraghavan,1993-09-20,Senior Staff,40000
476354,Arto,Vidal,1996-01-07,Senior Engineer,53353
476358,Demos,Barriga,1996-05-23,Senior Staff,40000
476360,Shushma,Ebeling,1993-04-07,Senior Staff,59441
476364,Yongmao,Takanami,1992-06-08,Senior Staff,71924
476366,Sigeru,Kobara,2001-12-03,Senior Staff,89006
476367,Jiang,Desikan,1998-02-03,Technique Leader,55872
476369,Taegyun,Sessa,1995-05-07,Senior Engineer,40000
476371,Poorav,Mikschl,2002-04-22,Senior Engineer,60358
476377,Gro,Azuma,1997-11-21,Staff,40000
476380,Janalee,Serot,1996-10-01,Engineer,46925
476381,Mabo,Uludag,1999-08-04,Staff,40000
476392,Waiman,Butner,2001-05-08,Senior Engineer,55724
476393,Radhika,Benaini,1997-05-29,Senior Staff,40000
476394,Susanne,Pillow,1999-05-23,Senior Staff,40000
476396,Gaurav,Alameldin,1995-10-03,Senior Engineer,42393
476410,Akemi,Gunderson,1996-06-27,Staff,42232
476414,Marjo,Luft,1998-06-07,Staff,50709
476416,Marko,Fordan,1995-05-10,Staff,40000
476423,Kristof,Iisaka,1995-09-23,Senior Engineer,40000
476434,Rosita,Beutelspacher,1994-11-28,Senior Engineer,40053
476441,Rafail,Schicker,1998-12-07,Senior Staff,79883
476443,Ziya,Asmuth,1998-02-11,Staff,63371
476447,Goncalo,Aingworth,1996-05-19,Staff,74280
476448,Lene,Wielonsky,1990-05-09,Technique Leader,57852
476449,Tamiya,Tyugu,2000-10-20,Senior Engineer,43401
476454,Fatemeh,Baca,1991-02-20,Senior Engineer,52767
476456,Remko,Rodiger,1994-05-01,Senior Staff,79125
476459,Yucel,Rosis,1991-01-01,Senior Engineer,40000
476468,Sasan,Zlotek,1994-11-14,Staff,42961
476469,Mayumi,Lamma,1988-05-28,Senior Staff,53893
476470,Christoper,Slutz,1995-12-23,Engineer,40000
476472,Sverrir,Sewelson,1999-04-02,Engineer,40000
476474,Christ,Cherinka,1995-04-15,Senior Staff,48649
476477,Hugh,Bernini,1995-06-13,Senior Staff,85374
476478,Rosli,Perez,1994-03-26,Senior Engineer,51047
476486,Ramalingam,Murrill,2000-08-12,Engineer,40000
476489,Renee,Gronowski,1999-06-09,Engineer,48415
476492,Gully,Dichev,2001-04-11,Senior Staff,42490
476495,Lijia,Honiden,1996-09-24,Senior Engineer,66669
476499,Jianhao,Nitto,1997-10-11,Senior Engineer,40000
476503,Edwin,Peek,1994-11-02,Senior Engineer,40395
476509,Mizuhito,Kornyak,1991-08-22,Senior Staff,55586
476510,Alagu,Gimarc,1998-03-29,Senior Staff,78172
476515,Jenwei,Bellone,1989-10-29,Senior Staff,77269
476522,Shan,Keirsey,1998-08-10,Technique Leader,53435
476526,Stabislas,Theuretzbacher,1996-09-02,Senior Staff,40000
476531,Zhanqiu,Puoti,1994-08-21,Senior Engineer,40000
476533,Xumin,Penn,1988-04-06,Technique Leader,42720
476542,Huei,Tempesti,1995-10-22,Senior Staff,67315
476544,Shahid,Mitina,1998-11-18,Engineer,66326
476545,Adin,Adachi,1997-07-05,Staff,43887
476546,Syozo,Denis,1996-03-14,Senior Staff,58945
476558,Christoper,Chelton,1998-07-08,Senior Staff,40000
476564,Zhilian,Brookner,1991-02-26,Senior Staff,89450
476566,Feiyu,Hennings,1995-10-19,Senior Engineer,69353
476569,Aiichiro,Willoner,1995-10-18,Senior Staff,80929
476572,Dharmaraja,Pollacia,1998-03-10,Senior Staff,40000
476584,Gonzalo,Noriega,2001-02-09,Senior Staff,85190
476587,Sukumar,Huhdanpaa,1995-04-03,Senior Engineer,65704
476596,Lijie,Kaminger,1993-07-05,Senior Staff,69815
476601,Juyoung,Zschoche,1997-01-17,Senior Staff,84049
476603,Conrado,Bodoff,1999-02-23,Senior Engineer,77894
476607,Somnath,Ramamoorthy,2001-11-29,Engineer,40000
476614,Gina,Litecky,1999-05-02,Staff,40000
476618,Achilleas,Kawashimo,1994-12-16,Senior Staff,40000
476621,Janalee,Terlouw,1994-02-07,Senior Engineer,56574
476628,Hinrich,Plesums,1992-05-22,Senior Staff,54874
476637,Angus,Kusakari,1998-03-18,Staff,59239
476640,Kazuhide,Greibach,1991-12-25,Senior Engineer,51169
476652,Baziley,Lichtner,1992-05-24,Senior Engineer,40000
476657,Georgy,Sabnani,1996-12-14,Staff,43074
476668,Hailing,Demri,1998-05-02,Senior Engineer,40000
476671,KayLiang,Winter,1999-01-07,Senior Staff,69663
476680,Martins,Dusink,1995-05-23,Staff,73049
476681,Bezalel,Fontet,1996-08-19,Engineer,75050
476683,Surveyors,Collavizza,1998-08-22,Engineer,50927
476701,Guadalupe,Gimarc,1998-09-25,Staff,89423
476702,Uwe,Speel,1999-09-22,Engineer,55589
476708,Cristinel,Gulik,2000-01-19,Senior Engineer,44360
476712,Hitomi,Baca,1997-08-01,Senior Staff,66081
476724,Kagan,Kamble,2001-01-12,Senior Staff,61699
476725,Tremaine,Maccarone,1998-05-07,Senior Engineer,40000
476726,Brigham,Luft,1996-05-19,Engineer,40000
476731,Garnik,Erde,1997-02-01,Senior Staff,60662
476733,Nechama,Bach,1995-12-22,Engineer,40000
476735,Eric,Spieker,1998-02-16,Senior Engineer,40000
476742,Sanjit,Matzen,1998-02-02,Staff,40000
476757,Tsz,Orsini,1999-01-18,Senior Staff,51480
476761,Baziley,Morrey,1995-05-20,Senior Engineer,65324
476766,Anneli,Thiria,1994-05-05,Senior Staff,98461
476770,Owen,Deverell,1999-08-16,Senior Staff,40906
476771,Naftali,Coney,1998-12-24,Senior Staff,71680
476783,Gino,Leaver,1994-08-23,Senior Engineer,44375
476786,Sven,Plumb,1998-03-21,Staff,86605
476796,Navin,Kilgour,1994-01-17,Senior Engineer,53043
476798,Bouchung,Maierhofer,1999-08-07,Senior Staff,42237
476807,Peer,Pusterhofer,1994-07-06,Senior Engineer,40000
476812,Bartek,Nergos,2002-04-20,Senior Staff,43121
476814,Karsten,Monkewich,1998-02-18,Senior Staff,40000
476815,Yonghong,Camurati,1995-12-22,Senior Staff,41917
476816,Abdelghani,Joslin,2001-09-16,Senior Engineer,60882
476819,Jianhao,Pehl,1995-11-22,Senior Engineer,49333
476822,Yongqiao,Merli,1997-07-01,Senior Staff,64177
476824,Lokesh,Danecki,1997-01-26,Senior Staff,83319
476825,Hiroyasu,Kitsuregawa,1991-06-15,Senior Staff,42705
476829,Rosita,Godskesen,1991-09-19,Senior Engineer,47314
476835,Ashish,Iivonen,2001-12-02,Senior Staff,52931
476837,Jaber,Cesareni,1998-10-11,Senior Engineer,54240
476847,Shalesh,Babb,2002-02-17,Senior Staff,74677
476848,Jaideep,Slaats,2002-04-24,Senior Engineer,69992
476854,Demos,Boreale,1997-04-27,Staff,44013
476865,Vasilis,Imataki,1994-06-13,Senior Engineer,49365
476877,Mack,Wrigley,1996-09-25,Engineer,40000
476880,Mandell,Smeets,1997-12-06,Staff,43216
476886,Constantine,Kawashima,1999-01-27,Senior Staff,44661
476894,Serap,Grospietsch,1986-03-20,Senior Engineer,40000
476897,Dante,Escriba,2000-03-02,Senior Engineer,47859
476898,Ronghao,Bratten,1997-04-04,Engineer,53315
476910,Yishai,Jayawardene,1998-04-15,Engineer,48208
476916,Kinh,Dayana,1997-02-22,Senior Engineer,46490
476922,Idoia,Kobuchi,1997-06-27,Engineer,63001
476925,Fumiyo,Grospietsch,1998-03-17,Staff,40000
476926,Mohd,Borovoy,1995-07-24,Engineer,66756
476930,Adas,Talmor,1997-02-27,Senior Staff,91619
476933,Mayuri,Kobara,2002-05-10,Senior Staff,40000
476935,Emdad,Magliocco,1999-03-28,Engineer,40000
476936,Chikara,Kitsuregawa,1996-03-31,Senior Staff,89330
476950,Gou,Flasterstein,2000-01-23,Senior Staff,90208
476954,Djelloul,Talmon,1997-12-22,Staff,40000
476962,Guiseppe,Stranks,2001-06-05,Senior Staff,59580
476967,Gretta,Conry,1989-07-07,Technique Leader,40000
476969,Moss,Herber,1990-08-31,Technique Leader,40000
476971,Heeju,Heystek,1999-04-29,Senior Staff,40000
476972,Suebskul,Merks,2000-02-12,Senior Engineer,52207
476976,Yongdong,Azuma,1999-03-31,Staff,51364
476983,Ziyad,Molberg,1996-05-04,Senior Engineer,55364
476987,Margareta,Cheshire,2000-04-02,Senior Engineer,60162
476997,Bowen,Gente,1990-09-28,Senior Staff,55488
476998,Xinan,Uhrig,1999-07-17,Staff,40748
477003,Oguz,Zucker,1991-12-17,Senior Engineer,40000
477010,Val,Werthner,1998-07-24,Engineer,50006
477013,Kristina,Peng,1999-05-31,Senior Engineer,70283
477017,Achilleas,Matteis,1998-08-11,Engineer,50163
477019,Tomokazu,Spinelli,1996-05-22,Senior Engineer,40000
477020,Rutger,Rosen,1999-11-28,Engineer,59765
477026,Xiaoshan,Rusterholz,2000-07-09,Senior Staff,89019
477030,Alois,Siksek,1985-04-22,Technique Leader,40000
477036,Barna,Gien,1998-10-05,Senior Staff,60808
477037,Zhaofang,Montresor,1997-05-23,Senior Engineer,40000
477040,Lijia,Morton,1997-10-19,Technique Leader,55286
477051,Carrsten,Decaestecker,1998-04-09,Staff,50135
477052,Adit,Denti,1997-07-06,Senior Engineer,66236
477054,Arup,Emiris,1986-06-18,Technique Leader,69806
477059,Ohad,Parveen,1998-05-14,Senior Staff,49284
477061,Shigeu,Luft,1994-07-15,Senior Engineer,56780
477065,Ult,Brickell,1995-10-14,Senior Engineer,40000
477072,Salvador,Mandelberg,1999-11-09,Senior Engineer,60557
477076,Yifei,Shiratori,1996-11-24,Engineer,43168
477078,Constantino,Gelosh,1992-11-23,Senior Staff,59679
477081,Aria,Cannata,1996-03-29,Senior Staff,81624
477092,Bokyung,Pena,1996-04-15,Senior Engineer,40000
477096,Aleksander,Puppe,2001-10-23,Senior Engineer,45588
477115,Alassane,Velasco,2000-05-16,Senior Engineer,63520
477118,Hatim,Hutton,1999-10-01,Senior Engineer,45230
477123,Unal,Bolotov,1996-01-08,Staff,66629
477126,Shan,Chinin,1999-12-29,Engineer,41119
477133,Chikara,Gubsky,1987-02-18,Senior Staff,40000
477135,Gilbert,Vrecion,1992-10-11,Senior Engineer,69061
477140,Christfried,Murrill,1997-12-03,Senior Staff,77748
477141,Jeane,Kirkerud,1995-02-11,Senior Staff,81468
477142,Mrinalini,Stenning,1992-08-21,Senior Staff,93323
477144,Augustine,Pramanik,1994-05-17,Senior Staff,72952
477145,Georgy,Gilg,1991-11-06,Senior Engineer,50694
477149,Frederique,Yeung,1996-04-15,Senior Staff,54511
